season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-07,Union Berlin,Legia Warszawa,1200000,free transfer
21/22,2022-06-30,Legia Warszawa,Union Berlin,1200000,End of loan
21/22,2022-01-27,Union Berlin,Legia Warszawa,1000000,loan transfer
21/22,2021-07-01,Legia Warszawa,Union Berlin,2500000,free transfer
19/20,2019-09-19,QPR,Legia Warszawa,1500000,free transfer
16/17,2017-01-31,Hellas Verona,QPR,1200000,2000000
16/17,2017-01-30,QPR,Hellas Verona,1200000,End of loan
16/17,2016-08-31,Hellas Verona,QPR,1200000,loan transfer
16/17,2016-07-01,Sampdoria,Hellas Verona,1200000,2000000
15/16,2016-06-30,Hellas Verona,Sampdoria,1200000,End of loan
15/16,2015-08-31,Sampdoria,Hellas Verona,700000,loan transfer
13/14,2013-07-09,Pol. Warsaw,Sampdoria,1600000,free transfer
10/11,2010-07-01,Polonia II,Pol. Warsaw,0,0
09/10,2009-07-01,Wisla Tczew,Polonia II,0,0
