season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-01,Willem II,Slask Wroclaw,500000,?
21/22,2022-06-30,MSV Duisburg,Willem II,500000,End of loan
21/22,2022-01-12,Willem II,MSV Duisburg,575000,loan transfer
20/21,2021-06-30,Almere City,Willem II,575000,End of loan
20/21,2021-01-23,Willem II,Almere City,575000,loan transfer
20/21,2020-09-15,VfL Wolfsburg,Willem II,575000,?
19/20,2020-06-30,VVV-Venlo,VfL Wolfsburg,575000,End of loan
19/20,2019-09-02,VfL Wolfsburg,VVV-Venlo,800000,loan transfer
19/20,2019-07-01,Wolfsburg U19,VfL Wolfsburg,800000,-
17/18,2017-07-01,Wolfsburg U17,Wolfsburg U19,-,-
16/17,2016-07-01,Wolfsburg Yth.,Wolfsburg U17,-,-
15/16,2015-07-01,FC Türkiye Yth.,Wolfsburg Yth.,-,free transfer
