season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-08-18,Cracovia II,Cracovia,0,0
22/23,2022-07-19,Stal Mielec,Cracovia II,75000,free transfer
21/22,2021-06-29,Cracovia,Stal Mielec,100000,free transfer
20/21,2021-02-05,Without Club,Cracovia,200000,0
20/21,2020-08-01,Radomiak,Without Club,200000,0
19/20,2020-02-25,Arka Gdynia,Radomiak,200000,free transfer
19/20,2019-08-05,Cracovia,Arka Gdynia,300000,free transfer
18/19,2018-07-01,Melbourne City,Cracovia,600000,free transfer
17/18,2017-09-18,Without Club,Melbourne City,600000,0
17/18,2017-07-01,Cracovia,Without Club,600000,0
12/13,2012-07-01,Arka Gdynia,Cracovia,350000,40000
11/12,2012-06-30,Cracovia,Arka Gdynia,350000,End of loan
11/12,2012-01-17,Arka Gdynia,Cracovia,425000,Loan
08/09,2008-07-01,Arka Gdynia U19,Arka Gdynia,0,0
