season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-07-01,Fortaleza,Miedz Legnica,700000,free transfer
21/22,2021-07-07,U. de Chile,Fortaleza,700000,free transfer
18/19,2018-08-07,Atlas,U. de Chile,1800000,1000000
17/18,2018-01-01,Dinamo Zagreb,Atlas,3000000,1500000
15/16,2015-07-06,Man Utd,Dinamo Zagreb,3500000,1670000
14/15,2015-06-30,Dinamo Zagreb,Man Utd,3500000,End of loan
14/15,2014-08-11,Man Utd,Dinamo Zagreb,2800000,Loan
13/14,2014-06-30,Real Zaragoza,Man Utd,2800000,End of loan
13/14,2013-08-29,Man Utd,Real Zaragoza,3000000,loan transfer
12/13,2013-05-31,Wigan,Man Utd,4000000,End of loan
12/13,2013-01-02,Man Utd,Wigan,5000000,loan transfer
12/13,2012-08-15,U. de Chile,Man Utd,150000,5500000
11/12,2012-01-01,U. de Chile U19,U. de Chile,150000,0
