season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-02-28,Wolfsberger AC,Zaglebie Lubin,500000,free transfer
19/20,2020-01-28,Without Club,Wolfsberger AC,150000,0
19/20,2019-07-01,Basaksehir,Without Club,500000,0
18/19,2019-06-30,FC Wacker,Basaksehir,500000,End of loan
18/19,2018-08-01,Basaksehir,FC Wacker,100000,loan transfer
17/18,2018-06-30,Spartak,Basaksehir,300000,End of loan
17/18,2018-02-14,Basaksehir,Spartak,300000,loan transfer
17/18,2018-01-10,Ankaragücü,Basaksehir,600000,End of loan
17/18,2017-08-09,Basaksehir,Ankaragücü,600000,loan transfer
16/17,2017-06-30,SKN St. Pölten,Basaksehir,600000,End of loan
16/17,2017-01-09,Basaksehir,SKN St. Pölten,650000,loan transfer
16/17,2016-07-01,SKN St. Pölten,Basaksehir,400000,500000
15/16,2016-01-06,Sandefjord,SKN St. Pölten,300000,28000
11/12,2012-01-01,Unknown,Sandefjord,0,0
