season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-03-10,Aris Limassol,Górnik Zabrze,200000,free transfer
21/22,2021-08-25,UD Logroñés,Aris Limassol,200000,free transfer
20/21,2021-02-01,Without Club,UD Logroñés,400000,0
20/21,2020-10-03,Málaga CF,Without Club,650000,0
18/19,2018-08-15,Getafe,Málaga CF,800000,free transfer
17/18,2017-07-01,Real Betis,Getafe,1500000,1000000
16/17,2017-06-30,Getafe,Real Betis,1500000,End of loan
16/17,2016-07-22,Real Betis,Getafe,1000000,loan transfer
15/16,2016-06-30,Alavés,Real Betis,1000000,End of loan
15/16,2015-07-28,Real Betis,Alavés,1000000,loan transfer
14/15,2014-07-11,Alcorcón,Real Betis,600000,free transfer
13/14,2013-09-02,Liverpool,Alcorcón,500000,free transfer
12/13,2013-06-30,SD Huesca,Liverpool,500000,End of loan
12/13,2013-01-31,Liverpool,SD Huesca,600000,loan transfer
11/12,2012-06-30,Atlético Madrid,Liverpool,600000,End of loan
11/12,2012-06-29,Rayo Vallecano,Atlético Madrid,600000,End of loan
11/12,2011-08-25,Atlético Madrid,Rayo Vallecano,600000,loan transfer
11/12,2011-08-24,Liverpool,Atlético Madrid,100000,loan transfer
10/11,2011-05-01,Norwich,Liverpool,100000,End of loan
10/11,2011-03-01,Liverpool,Norwich,100000,loan transfer
09/10,2009-07-01,Liverpool U18,Liverpool,100000,0
07/08,2007-07-01,Barça U16,Liverpool U18,0,0
